,team,opp_home,opp,week,slot,ot,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,sk,sk_yds,pass_rtg,rush_att,rush_yds,rush_yda,rush_td,tot_yds,plays,yds_play,to,off_time,first,rush_first,pass_first,Pen,third_att,third_cmp,third_pct,fourth_att,fourth_cmp,fourth_pct,off_result,off_score,opp_score,pass_pts,rush_pts
0,KAN,1.0,PHI,4,3,0.0,24,30,80.0,271,5,1,1,7,131.0,32,200,6.25,1,471,63,7.476190476,1.0,1852,31,12,16,3,10,9,0.9,0,0,0.0,1,42,30,29.84,26.0
1,NOR,0.0,GNB,1,4,0.0,15,21,71.4,151,5,0,0,0,131.2,39,171,4.38,0,322,60,5.366666667,0.0,2076,22,11,10,1,10,5,0.5,2,2,1.0,1,38,3,26.04,17.1
2,TAM,0.0,ATL,2,4,0.0,24,36,66.7,259,5,0,3,17,129.2,21,82,3.9,0,341,60,5.683333333,1.0,1589,21,5,14,2,12,4,0.33299999999999996,2,1,0.5,1,48,25,30.36,8.200000000000001
3,TAM,0.0,MIA,5,3,0.0,33,44,75.0,437,5,0,2,15,145.3,25,121,4.84,1,558,71,7.85915493,0.0,2227,33,5,26,2,11,8,0.727,0,0,0.0,1,45,17,37.480000000000004,18.1
4,ATL,0.0,WAS,4,3,0.0,25,42,59.5,275,4,0,1,8,111.5,28,99,3.54,0,374,71,5.267605634,0.0,1843,24,6,15,3,16,10,0.625,0,0,0.0,0,30,34,27.0,9.9
5,BUF,0.0,WAS,3,3,0.0,33,44,75.0,359,4,0,0,0,128.9,33,122,3.7,1,481,77,6.246753247,0.0,2137,29,8,20,1,15,9,0.6,1,0,0.0,1,43,21,30.36,18.200000000000003
6,CIN,1.0,DET,6,3,0.0,20,30,66.7,256,4,1,2,22,121.9,36,142,3.94,0,398,68,5.852941177,1.0,2152,20,8,10,2,15,8,0.5329999999999999,2,2,1.0,1,34,11,25.240000000000002,14.200000000000001
7,ARI,1.0,TEN,1,3,0.0,21,32,65.6,280,4,1,2,9,121.0,33,136,4.12,1,416,67,6.208955224,1.0,2001,22,7,13,2,13,7,0.5379999999999999,0,0,0.0,1,38,13,26.200000000000003,19.6
8,ARI,1.0,CLE,6,4,0.0,20,30,66.7,208,4,0,2,21,129.0,37,144,3.89,0,352,69,5.101449275,0.0,2079,24,8,11,5,15,8,0.5329999999999999,1,1,1.0,1,37,14,24.32,14.4
9,DAL,0.0,CAR,4,3,0.0,14,22,63.6,188,4,0,0,0,130.3,34,245,7.21,1,433,56,7.732142857,0.0,1584,24,12,10,2,9,3,0.33299999999999996,1,1,1.0,1,36,28,23.52,30.5
10,GNB,0.0,DET,2,6,0.0,22,27,81.5,227,4,0,3,28,145.6,31,96,3.1,1,323,61,5.295081967,0.0,2005,25,5,16,4,9,5,0.556,0,0,0.0,1,35,17,25.08,15.600000000000001
11,MIA,0.0,ATL,7,3,0.0,32,40,80.0,281,4,2,1,10,109.5,29,132,4.55,0,413,70,5.9,2.0,2078,27,9,17,1,11,7,0.636,0,0,0.0,0,28,30,25.240000000000002,13.200000000000001
12,NOR,1.0,WAS,5,3,0.0,15,30,50.0,271,4,1,2,8,108.2,23,98,4.26,1,369,55,6.709090909,2.0,1414,18,5,12,1,11,4,0.364,1,1,1.0,1,33,22,25.84,15.8
13,NYJ,1.0,IND,9,1,0.0,34,52,65.4,398,4,1,2,14,107.2,21,88,4.19,0,486,75,6.48,2.0,1773,30,3,25,2,14,8,0.5710000000000001,1,1,1.0,0,30,45,30.92,8.8
14,LAR,0.0,TAM,3,4,0.0,27,38,71.1,331,4,0,1,12,134.0,24,76,3.17,0,407,63,6.46031746,0.0,1810,22,5,16,1,15,10,0.667,0,0,0.0,1,34,24,29.240000000000002,7.6000000000000005
15,LAR,1.0,NYG,6,3,0.0,22,30,73.3,234,4,2,2,17,109.9,34,131,3.85,1,365,66,5.53030303,2.0,1942,22,6,15,1,11,2,0.182,2,2,1.0,1,38,11,23.36,19.1
16,BAL,0.0,IND,5,6,1.0,37,43,86.0,437,4,0,2,5,140.5,25,86,3.44,0,523,70,7.471428571,1.0,2031,30,7,22,1,8,3,0.375,0,0,0.0,1,31,25,33.480000000000004,8.6
17,LAC,1.0,KAN,3,3,0.0,26,38,68.4,275,4,0,1,6,125.0,22,77,3.5,0,352,61,5.770491803,0.0,1649,21,3,16,2,11,4,0.364,1,1,1.0,1,30,24,27.0,7.7
18,LAC,0.0,CLE,5,4,0.0,26,43,60.5,381,4,0,2,17,122.0,23,112,4.87,3,493,68,7.25,1.0,1412,27,9,14,4,13,6,0.462,3,3,1.0,1,47,42,31.240000000000002,29.200000000000003
19,SEA,1.0,IND,1,3,0.0,18,23,78.3,241,4,0,3,13,152.3,27,140,5.19,0,381,53,7.188679245,1.0,1453,18,6,12,0,9,4,0.444,0,0,0.0,1,28,16,25.64,14.0
20,TAM,0.0,DAL,1,1,0.0,32,50,64.0,379,4,2,0,0,97.0,14,52,3.71,0,431,64,6.734375,4.0,1533,24,1,22,1,11,5,0.455,0,0,0.0,1,31,29,29.16,5.2
21,TAM,0.0,CHI,7,4,0.0,22,39,56.4,226,4,0,0,0,107.4,31,182,5.87,1,408,70,5.828571429,1.0,1865,28,12,13,3,12,4,0.33299999999999996,2,1,0.5,1,38,3,25.04,24.2
22,TAM,1.0,NOR,8,4,0.0,28,41,68.3,350,4,2,3,25,109.3,14,71,5.07,0,421,58,7.25862069,3.0,1604,16,3,13,0,13,8,0.615,1,0,0.0,0,27,36,28.0,7.1000000000000005
23,BUF,1.0,KAN,5,5,0.0,15,26,57.7,315,3,0,0,0,139.1,28,121,4.32,1,436,54,8.074074074,0.0,1655,20,7,12,1,11,5,0.455,0,0,0.0,1,38,20,24.6,18.1
24,BUF,1.0,TEN,6,6,0.0,35,47,74.5,335,3,1,3,18,107.8,23,82,3.57,0,417,73,5.712328767,1.0,1970,28,3,22,3,13,7,0.5379999999999999,1,0,0.0,0,31,34,24.4,8.200000000000001
25,CIN,1.0,PIT,3,3,0.0,14,18,77.8,172,3,1,0,0,122.9,24,96,4.0,0,268,42,6.380952381,1.0,1478,12,4,7,1,9,3,0.33299999999999996,0,0,0.0,1,24,10,17.88,9.600000000000001
26,CIN,1.0,BAL,7,3,0.0,23,38,60.5,409,3,1,1,7,113.5,24,111,4.63,2,520,63,8.253968254,1.0,1691,19,3,15,1,13,4,0.308,2,1,0.5,1,41,17,27.36,23.1
27,CIN,1.0,NYJ,8,3,0.0,22,35,62.9,277,3,1,3,28,107.4,16,41,2.56,1,318,54,5.888888889,1.0,1419,18,3,13,2,10,4,0.4,1,0,0.0,0,31,34,22.08,10.100000000000001
28,IND,0.0,TEN,8,3,1.0,27,51,52.9,224,3,2,1,7,68.3,20,83,4.15,1,307,72,4.263888889,3.0,1858,24,9,10,5,16,7,0.43799999999999994,3,2,0.667,0,31,34,18.96,14.3
29,IND,0.0,NYJ,9,1,0.0,22,30,73.3,272,3,0,1,0,134.3,30,260,8.67,3,532,61,8.721311475,0.0,1827,28,9,17,2,10,5,0.5,2,1,0.5,1,45,30,22.880000000000003,44.0
30,ARI,0.0,MIN,2,4,0.0,29,36,80.6,371,3,2,3,29,117.6,21,103,4.9,1,474,60,7.9,2.0,1912,21,5,16,0,9,3,0.33299999999999996,1,1,1.0,1,34,33,24.84,16.3
31,ARI,0.0,HOU,7,4,0.0,20,28,71.4,225,3,1,4,36,121.3,37,172,4.65,1,397,69,5.753623188,1.0,2043,24,7,15,2,12,6,0.5,1,1,1.0,1,31,5,20.0,23.2
32,DAL,1.0,TAM,1,1,0.0,42,58,72.4,391,3,1,1,12,101.4,18,60,3.33,0,451,77,5.857142857,1.0,2067,30,4,21,5,17,9,0.529,0,0,0.0,0,29,31,26.64,6.0
33,DAL,0.0,PHI,3,6,0.0,21,26,80.8,220,3,0,4,18,143.3,41,160,3.9,2,380,71,5.352112676,1.0,2091,27,9,14,4,12,6,0.5,2,1,0.5,1,41,21,20.8,28.0
34,DAL,0.0,NYG,5,4,0.0,23,33,69.7,314,3,1,2,10,118.7,39,201,5.15,1,515,74,6.95945946,2.0,1932,26,10,13,3,14,8,0.5710000000000001,2,1,0.5,1,44,20,23.560000000000002,26.1
35,DAL,1.0,NWE,6,4,1.0,36,51,70.6,445,3,1,0,0,108.7,31,122,3.94,0,567,82,6.914634146,2.0,2357,32,5,25,2,13,3,0.231,4,2,0.5,1,35,29,28.8,12.200000000000001
36,DEN,0.0,LVR,6,4,0.0,35,49,71.4,309,3,3,5,25,84.9,23,112,4.87,0,421,77,5.467532468,4.0,2073,25,6,18,1,14,5,0.35700000000000004,3,1,0.33299999999999996,0,24,34,21.36,11.200000000000001
37,DET,0.0,SFO,1,3,0.0,38,57,66.7,314,3,1,3,24,92.6,24,116,4.83,1,430,84,5.119047619,1.0,2008,31,8,19,4,15,4,0.267,5,2,0.4,0,33,41,23.560000000000002,17.6
38,GNB,0.0,WAS,7,3,0.0,27,35,77.1,247,3,0,3,27,127.6,15,57,3.8,0,304,53,5.735849057,1.0,1626,19,2,16,1,12,6,0.5,1,1,1.0,1,24,10,21.880000000000003,5.7
39,HOU,0.0,NWE,5,3,0.0,21,29,72.4,293,3,0,3,19,141.7,24,67,2.79,0,360,56,6.428571429,1.0,1756,14,2,10,2,14,6,0.429,3,3,1.0,0,22,25,23.72,6.7
40,JAX,1.0,HOU,1,3,0.0,28,51,54.9,319,3,3,1,13,70.1,16,76,4.75,0,395,68,5.808823529,3.0,1496,20,5,13,2,11,3,0.273,1,1,1.0,0,21,37,21.759999999999998,7.6000000000000005
41,KAN,0.0,CLE,1,4,0.0,27,36,75.0,324,3,0,2,13,131.4,23,73,3.17,1,397,61,6.508196721,0.0,1967,21,4,17,0,13,9,0.6920000000000001,0,0,0.0,1,33,29,24.96,13.3
42,KAN,1.0,BAL,2,5,0.0,24,31,77.4,343,3,1,0,0,131.5,18,62,3.44,1,405,49,8.265306122,2.0,1441,22,2,18,2,6,1,0.16699999999999998,0,0,0.0,0,35,36,24.72,12.2
43,KAN,0.0,LAC,3,3,0.0,27,44,61.4,251,3,2,2,9,81.6,30,186,6.2,0,437,76,5.75,4.0,1951,33,12,17,4,10,6,0.6,0,0,0.0,0,24,30,20.04,18.6
44,MIN,1.0,ARI,2,4,0.0,22,32,68.8,242,3,0,1,2,122.4,27,177,6.56,0,419,60,6.983333333,0.0,1688,22,11,10,1,10,2,0.2,0,0,0.0,0,33,34,21.68,17.7
45,MIN,0.0,SEA,3,4,0.0,30,38,78.9,313,3,0,1,10,128.4,34,140,4.12,0,453,73,6.205479452,0.0,2153,28,7,20,1,14,9,0.643,0,0,0.0,1,30,17,24.52,14.0
46,MIN,1.0,CAR,6,3,1.0,33,48,68.8,373,3,0,0,0,112.6,36,198,5.5,1,571,84,6.797619048,1.0,2258,26,10,16,0,16,7,0.43799999999999994,0,0,0.0,1,34,28,26.92,25.8
47,NWE,0.0,NYJ,7,3,0.0,28,41,68.3,403,3,0,1,8,125.2,32,148,4.63,4,551,74,7.445945946,0.0,1932,32,12,17,3,12,7,0.583,1,1,1.0,1,54,13,28.12,38.8
48,NYJ,0.0,CIN,8,3,0.0,39,49,79.6,414,3,2,2,8,106.0,27,97,3.59,1,511,78,6.551282051,3.0,2181,32,6,23,3,11,6,0.545,0,0,0.0,1,34,31,26.56,15.700000000000001
49,TEN,0.0,IND,3,3,0.0,18,27,66.7,188,3,2,1,9,94.2,37,180,4.86,0,368,65,5.661538462,3.0,2046,24,10,11,3,12,6,0.5,1,1,1.0,1,25,16,17.52,18.0
50,TEN,1.0,IND,8,3,1.0,23,34,67.6,247,3,2,3,18,95.8,31,93,3.0,0,340,68,5.0,2.0,2099,18,6,10,2,17,8,0.47100000000000003,2,2,1.0,1,34,31,19.880000000000003,9.3
51,PHI,1.0,ATL,1,3,0.0,27,35,77.1,261,3,0,1,3,126.4,31,173,5.58,1,434,67,6.47761194,0.0,1862,24,10,13,1,13,6,0.462,2,0,0.0,1,32,6,22.439999999999998,23.3
52,LAR,0.0,CHI,1,5,0.0,20,26,76.9,312,3,0,1,9,156.1,23,74,3.22,1,386,50,7.72,0.0,1486,18,4,13,1,11,6,0.545,1,1,1.0,1,34,14,24.48,13.4
53,LAR,0.0,DET,7,4,0.0,28,41,68.3,327,3,0,1,7,117.3,19,47,2.47,0,374,61,6.131147541,0.0,1640,22,2,17,3,13,9,0.6920000000000001,1,0,0.0,1,28,19,25.08,4.7
54,LAR,1.0,HOU,8,3,0.0,22,34,64.7,302,3,0,1,8,123.4,31,165,5.32,2,467,66,7.075757576,0.0,2015,26,9,16,1,11,4,0.364,1,0,0.0,1,38,22,24.08,28.5
