,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
715,Anthony Schwartz,WR,CLE,0.0,DEN,7,7,Thu,3,2,22,11.0,0,66.70%,7.33,4.0,0,0,0,0,0,1,-2,0,0,1,17,14
716,Shi Smith,WR,CAR,0.0,MIN,6,6,Sun,2,2,20,10.0,0,100.00%,10.0,4.0,0,0,0,0,0,0,0,0,0,0,28,34
717,Olamide Zaccheaus,WR,ATL,0.0,NYJ,5,5,Sun,4,2,20,10.0,0,50.00%,5.0,4.0,0,0,0,0,0,0,0,0,0,1,27,20
718,Jalen Guyton,WR,LAC,0.0,LVR,4,4,Mon,2,1,9,9.0,0,50.00%,4.5,3.9,0,0,0,0,0,2,20,0,0,1,28,14
719,Penny Hart,WR,SEA,0.0,LAR,5,5,Thu,2,2,19,9.5,0,100.00%,9.5,3.9,0,0,0,0,0,0,0,0,0,0,17,26
720,James Proche,WR,BAL,1.0,DET,3,3,Sun,1,1,29,29.0,0,100.00%,29.0,3.9,0,0,0,0,0,0,0,0,0,1,19,17
721,Mohamed Sanu,WR,SFO,1.0,ARI,5,5,Sun,3,2,19,9.5,0,66.70%,6.33,3.9,0,0,0,0,0,0,0,0,0,0,10,17
722,Courtland Sutton,WR,DEN,1.0,DAL,9,9,Sun,2,1,9,9.0,0,50.00%,4.5,3.9,0,0,0,0,0,0,0,0,0,1,30,16
723,Marquez Valdes-Scantling,WR,GNB,1.0,KAN,9,9,Sun,2,2,19,9.5,0,100.00%,9.5,3.9,0,0,0,0,0,0,0,0,0,0,7,13
724,Mike Williams,WR,LAC,0.0,NWE,7,8,Sun,5,2,19,9.5,0,40.00%,3.8,3.9,0,0,0,0,0,0,0,0,0,0,24,27
725,Nelson Agholor,WR,NWE,0.0,DAL,6,6,Sun,4,1,27,27.0,0,25.00%,6.75,3.8,0,0,0,0,0,1,1,0,0,0,29,35
726,D'Wayne Eskridge,WR,SEA,1.0,IND,1,1,Sun,1,1,6,6.0,0,100.00%,6.0,3.8,0,0,0,0,0,2,22,0,0,1,28,16
727,KJ Hamler,WR,DEN,0.0,NYJ,3,3,Sun,3,1,28,28.0,0,33.30%,9.33,3.8,0,0,0,0,0,0,0,0,0,1,26,0
728,N'Keal Harry,WR,NWE,0.0,NYJ,7,7,Sun,2,1,28,28.0,0,50.00%,14.0,3.8,0,0,0,0,0,0,0,0,0,1,54,13
729,Ray-Ray McCloud,WR,PIT,0.0,SEA,6,6,Sun,2,2,18,9.0,0,100.00%,9.0,3.8,0,0,0,0,0,0,0,0,0,1,23,20
730,Kalif Raymond,WR,DET,1.0,GNB,2,2,Mon,2,2,18,9.0,0,100.00%,9.0,3.8,0,0,0,0,0,0,0,0,0,0,17,35
731,Tajae Sharpe,WR,ATL,1.0,MIA,6,7,Sun,2,2,18,9.0,0,100.00%,9.0,3.8,0,0,0,0,0,0,0,0,0,1,30,28
732,Kenny Stills,WR,NOR,1.0,WAS,5,5,Sun,5,2,17,8.5,0,40.00%,3.4,3.8,0,0,0,0,0,1,1,0,0,1,33,22
733,Quez Watkins,WR,PHI,1.0,DET,8,8,Sun,2,2,18,9.0,0,100.00%,9.0,3.8,0,0,0,0,0,0,0,0,0,1,44,6
734,Nelson Agholor,WR,NWE,0.0,NOR,3,3,Sun,8,2,17,8.5,0,25.00%,2.13,3.7,0,0,0,0,0,0,0,0,0,0,13,28
735,Chase Claypool,WR,PIT,0.0,SEA,6,6,Sun,7,2,17,8.5,0,28.60%,2.43,3.7,0,0,0,0,0,0,0,0,0,1,23,20
736,Lil'Jordan Humphrey,WR,NOR,1.0,CAR,2,2,Sun,2,1,27,27.0,0,50.00%,13.5,3.7,0,0,0,0,0,0,0,0,0,0,7,26
737,Rondale Moore,WR,ARI,0.0,HOU,7,7,Sun,3,2,17,8.5,0,66.70%,5.67,3.7,0,0,0,0,0,0,0,0,0,1,31,5
738,Demarcus Robinson,WR,KAN,0.0,LAC,3,3,Sun,2,2,17,8.5,0,100.00%,8.5,3.7,0,0,0,0,0,0,0,0,0,0,24,30
739,Cody White,WR,PIT,0.0,CIN,3,3,Sun,2,2,17,8.5,0,100.00%,8.5,3.7,0,0,0,0,0,0,0,0,0,0,10,24
740,Cole Beasley,WR,BUF,0.0,HOU,4,4,Sun,2,2,16,8.0,0,100.00%,8.0,3.6,0,0,0,0,0,0,0,0,0,1,40,0
741,Marquise Goodwin,WR,CHI,1.0,TAM,7,7,Sun,4,2,16,8.0,0,50.00%,4.0,3.6,0,0,0,0,0,0,0,0,0,0,3,38
742,T.Y. Hilton,WR,IND,0.0,TEN,8,8,Sun,5,2,16,8.0,0,40.00%,3.2,3.6,0,0,0,0,0,0,0,0,0,0,31,34
743,Tyler Johnson,WR,TAM,0.0,CHI,7,7,Sun,2,2,16,8.0,0,100.00%,8.0,3.6,0,0,0,0,0,0,0,0,0,1,38,3
744,Allen Lazard,WR,GNB,1.0,NOR,1,1,Sun,4,2,16,8.0,0,50.00%,4.0,3.6,0,0,0,0,0,0,0,0,0,0,3,38
745,Dax Milne,WR,WAS,1.0,GNB,7,7,Sun,4,2,16,8.0,0,50.00%,4.0,3.6,0,0,0,0,0,0,0,0,0,0,10,24
746,Chris Moore,WR,HOU,0.0,LAR,8,8,Sun,2,2,16,8.0,0,100.00%,8.0,3.6,0,0,0,0,0,0,0,0,0,0,22,38
747,Tim Patrick,WR,DEN,1.0,CLE,7,7,Thu,5,2,16,8.0,0,40.00%,3.2,3.6,0,0,0,0,0,0,0,0,0,0,14,17
748,Allen Robinson,WR,CHI,1.0,TAM,7,7,Sun,4,2,16,8.0,0,50.00%,4.0,3.6,0,0,0,0,0,0,0,0,0,0,3,38
749,Sterling Shepard,WR,NYG,0.0,ATL,3,3,Sun,3,2,16,8.0,0,66.70%,5.33,3.6,0,0,0,0,0,0,0,0,0,0,14,17
750,DeVonta Smith,WR,PHI,0.0,SFO,2,2,Sun,7,2,16,8.0,0,28.60%,2.29,3.6,0,0,0,0,0,0,0,0,0,0,11,17
751,Kadarius Toney,WR,NYG,0.0,ATL,3,3,Sun,3,2,16,8.0,0,66.70%,5.33,3.6,0,0,0,0,0,0,0,0,0,0,14,17
752,Alex Erickson,WR,CAR,1.0,HOU,3,3,Thu,1,1,25,25.0,0,100.00%,25.0,3.5,0,0,0,0,0,0,0,0,0,1,24,9
753,Kendall Hinton,WR,DEN,1.0,CLE,7,7,Thu,2,2,15,7.5,0,100.00%,7.5,3.5,0,0,0,0,0,0,0,0,0,0,14,17
754,Chris Hogan,WR,NOR,0.0,NYG,4,4,Sun,2,2,15,7.5,0,100.00%,7.5,3.5,0,0,0,0,0,0,0,0,0,0,21,27
755,Trenton Irwin,WR,CIN,0.0,JAX,4,4,Thu,1,1,25,25.0,0,100.00%,25.0,3.5,0,0,0,0,0,0,0,0,0,1,24,21
756,Marvin Jones,WR,JAX,0.0,TEN,5,5,Sun,6,1,25,25.0,0,16.70%,4.17,3.5,0,0,0,0,0,0,0,0,0,0,19,37
757,James Proche,WR,BAL,0.0,IND,5,5,Mon,2,2,15,7.5,0,100.00%,7.5,3.5,0,0,0,0,0,0,0,0,0,1,31,25
758,Andre Roberts,WR,HOU,1.0,CLE,2,2,Sun,2,1,35,35.0,0,50.00%,17.5,3.5,0,0,0,0,0,0,0,0,1,0,21,31
759,Tajae Sharpe,WR,ATL,0.0,WAS,4,4,Sun,2,2,15,7.5,0,100.00%,7.5,3.5,0,0,0,0,0,0,0,0,0,0,30,34
760,Trinity Benson,WR,DET,1.0,GNB,2,2,Mon,3,1,24,24.0,0,33.30%,8.0,3.4,0,0,0,0,0,0,0,0,0,0,17,35
761,Parris Campbell,WR,IND,0.0,SEA,1,1,Sun,3,1,24,24.0,0,33.30%,8.0,3.4,0,0,0,0,0,0,0,0,0,0,16,28
762,Chris Conley,WR,HOU,0.0,LAR,8,8,Sun,2,1,24,24.0,0,50.00%,12.0,3.4,0,0,0,0,0,0,0,0,0,0,22,38
763,Terrace Marshall Jr.,WR,CAR,0.0,PHI,5,5,Sun,3,2,14,7.0,0,66.70%,4.67,3.4,0,0,0,0,0,0,0,0,0,0,18,21
764,Malik Taylor,WR,GNB,1.0,NOR,1,1,Sun,3,2,14,7.0,0,66.70%,4.67,3.4,0,0,0,0,0,0,0,0,0,0,3,38
765,Tyrell Williams,WR,DET,0.0,SFO,1,1,Sun,3,2,14,7.0,0,66.70%,4.67,3.4,0,0,0,0,0,0,0,0,0,0,33,41
766,Albert Wilson,WR,MIA,1.0,JAX,6,6,Sun,2,2,14,7.0,0,100.00%,7.0,3.4,0,0,0,0,0,0,0,0,0,0,20,23
767,Gabriel Davis,WR,BUF,0.0,WAS,3,3,Sun,1,1,23,23.0,0,100.00%,23.0,3.3,0,0,0,0,0,0,0,0,0,1,43,21
768,Ashton Dulin,WR,IND,1.0,BAL,5,5,Mon,2,2,13,6.5,0,100.00%,6.5,3.3,0,0,0,0,0,0,0,0,0,0,25,31
769,CeeDee Lamb,WR,DAL,0.0,CAR,4,4,Sun,5,2,13,6.5,0,40.00%,2.6,3.3,0,0,0,0,0,0,0,0,0,1,36,28
770,Dede Westbrook,WR,MIN,1.0,CAR,6,6,Sun,3,2,13,6.5,0,66.70%,4.33,3.3,0,0,0,0,0,0,0,0,1,1,34,28
771,Trinity Benson,WR,DET,1.0,CHI,4,4,Sun,3,2,12,6.0,0,66.70%,4.0,3.2,0,0,0,0,0,0,0,0,0,0,14,24
772,Christian Blake,WR,ATL,0.0,NYJ,5,5,Sun,4,2,12,6.0,0,50.00%,3.0,3.2,0,0,0,0,0,0,0,0,0,1,27,20
773,Tyler Lockett,WR,SEA,0.0,NOR,7,7,Mon,3,2,12,6.0,0,66.70%,4.0,3.2,0,0,0,0,0,0,0,0,0,0,10,13
774,Dax Milne,WR,WAS,1.0,DEN,8,8,Sun,2,1,22,22.0,0,50.00%,11.0,3.2,0,0,0,0,0,0,0,0,0,0,10,17
775,Gunner Olszewski,WR,NWE,0.0,NYJ,7,7,Sun,1,1,22,22.0,0,100.00%,22.0,3.2,0,0,0,0,0,0,0,0,0,1,54,13
776,Josh Palmer,WR,LAC,0.0,CLE,5,5,Sun,3,2,12,6.0,0,66.70%,4.0,3.2,0,0,0,0,0,0,0,0,0,1,47,42
777,Byron Pringle,WR,KAN,0.0,LAC,3,3,Sun,6,2,12,6.0,0,33.30%,2.0,3.2,0,0,0,0,0,0,0,0,0,0,24,30
778,Cam Sims,WR,WAS,1.0,BUF,3,3,Sun,2,1,15,15.0,0,50.00%,7.5,3.2,0,0,0,0,0,1,7,0,0,0,21,43
779,Equanimeous St. Brown,WR,GNB,1.0,ARI,8,8,Thu,3,2,12,6.0,0,66.70%,4.0,3.2,0,0,0,0,0,0,0,0,0,1,24,21
780,Scott Miller,WR,TAM,1.0,LAR,3,3,Sun,3,2,11,5.5,0,66.70%,3.67,3.1,0,0,0,0,0,0,0,0,0,0,24,34
781,Jalen Reagor,WR,PHI,0.0,KAN,4,4,Sun,1,1,9,9.0,0,100.00%,9.0,3.1,0,0,0,0,0,1,12,0,0,0,30,42
782,Jalen Reagor,WR,PHI,1.0,DET,8,8,Sun,2,1,0,0.0,0,50.00%,0.0,3.1,0,0,0,0,0,2,21,0,0,1,44,6
783,JuJu Smith-Schuster,WR,PIT,1.0,GNB,4,4,Sun,8,2,11,5.5,0,25.00%,1.38,3.1,0,0,0,0,0,0,0,0,0,0,17,27
784,Freddie Swain,WR,SEA,1.0,MIN,3,3,Sun,2,1,10,10.0,0,50.00%,5.0,3.1,0,0,0,0,0,1,11,0,0,0,17,30
785,Adam Humphries,WR,WAS,0.0,LAC,1,1,Sun,2,2,10,5.0,0,100.00%,5.0,3.0,0,0,0,0,0,0,0,0,0,0,16,20
786,Collin Johnson,WR,NYG,1.0,KAN,8,8,Mon,2,2,10,5.0,0,100.00%,5.0,3.0,0,0,0,0,0,0,0,0,0,0,17,20
787,Zay Jones,WR,LVR,1.0,NYG,8,9,Sun,4,1,20,20.0,0,25.00%,5.0,3.0,0,0,0,0,0,0,0,0,0,0,16,23
788,Isaiah McKenzie,WR,BUF,1.0,JAX,8,9,Sun,2,2,10,5.0,0,100.00%,5.0,3.0,0,0,0,0,0,0,0,0,0,0,6,9
789,Denzel Mims,WR,NYJ,1.0,IND,8,9,Thu,5,1,20,20.0,0,20.00%,4.0,3.0,0,0,0,0,0,0,0,0,0,0,30,45
790,K.J. Osborn,WR,MIN,0.0,DAL,7,8,Sun,3,2,10,5.0,0,66.70%,3.33,3.0,0,0,0,0,0,0,0,0,0,0,16,20
791,K.J. Osborn,WR,MIN,1.0,BAL,8,9,Sun,2,1,20,20.0,0,50.00%,10.0,3.0,0,0,0,0,0,0,0,0,0,0,31,34
792,Cam Sims,WR,WAS,1.0,DEN,8,8,Sun,2,1,20,20.0,0,50.00%,10.0,3.0,0,0,0,0,0,0,0,0,0,0,10,17
793,James Washington,WR,PIT,1.0,BUF,1,1,Sun,2,2,10,5.0,0,100.00%,5.0,3.0,0,0,0,0,0,0,0,0,0,1,23,16
794,Dyami Brown,WR,WAS,1.0,ATL,4,4,Sun,2,1,19,19.0,0,50.00%,9.5,2.9,0,0,0,0,0,0,0,0,0,1,34,30
795,Parris Campbell,WR,IND,1.0,TEN,3,3,Sun,4,2,9,4.5,0,50.00%,2.25,2.9,0,0,0,0,0,0,0,0,0,0,16,25
796,DJ Chark,WR,JAX,0.0,DEN,2,2,Sun,4,1,19,19.0,0,25.00%,4.75,2.9,0,0,0,0,0,0,0,0,0,0,13,23
797,Jalen Guyton,WR,LAC,1.0,PHI,8,9,Sun,2,1,19,19.0,0,50.00%,9.5,2.9,0,0,0,0,0,0,0,0,0,1,27,24
798,KhaDarel Hodge,WR,DET,0.0,CIN,6,6,Sun,4,2,9,4.5,0,50.00%,2.25,2.9,0,0,0,0,0,0,0,0,0,0,11,34
799,Adam Humphries,WR,WAS,1.0,ATL,4,4,Sun,1,1,19,19.0,0,100.00%,19.0,2.9,0,0,0,0,0,0,0,0,0,1,34,30
800,Amari Rodgers,WR,GNB,1.0,NOR,1,1,Sun,1,1,19,19.0,0,100.00%,19.0,2.9,0,0,0,0,0,0,0,0,0,0,3,38
801,Mike Thomas,WR,CIN,1.0,PIT,3,3,Sun,1,1,19,19.0,0,100.00%,19.0,2.9,0,0,0,0,0,0,0,0,0,1,24,10
802,Quez Watkins,WR,PHI,0.0,LAC,9,9,Sun,3,2,9,4.5,0,66.70%,3.0,2.9,0,0,0,0,0,0,0,0,0,0,24,27
803,Marquez Callaway,WR,NOR,1.0,CAR,2,2,Sun,4,2,8,4.0,0,50.00%,2.0,2.8,0,0,0,0,0,0,0,0,0,0,7,26
804,Corey Davis,WR,NYJ,0.0,NWE,2,2,Sun,5,2,8,4.0,0,40.00%,1.6,2.8,0,0,0,0,0,0,0,0,0,0,6,25
805,Jalen Guyton,WR,LAC,0.0,NWE,7,8,Sun,2,1,18,18.0,0,50.00%,9.0,2.8,0,0,0,0,0,0,0,0,0,0,24,27
806,Demarcus Robinson,WR,KAN,0.0,NYG,8,8,Mon,1,1,18,18.0,0,100.00%,18.0,2.8,0,0,0,0,0,0,0,0,0,1,20,17
807,Amari Rodgers,WR,GNB,1.0,ARI,8,8,Thu,3,1,7,7.0,0,33.30%,2.33,2.8,0,0,0,0,0,1,11,0,1,1,24,21
808,Anthony Schwartz,WR,CLE,0.0,ARI,6,6,Sun,3,2,11,5.5,0,66.70%,3.67,2.8,0,0,0,0,0,1,-3,0,0,0,14,37
809,Auden Tate,WR,CIN,0.0,JAX,4,4,Thu,1,1,18,18.0,0,100.00%,18.0,2.8,0,0,0,0,0,0,0,0,0,1,24,21
810,C.J. Board,WR,NYG,1.0,DAL,5,5,Sun,3,2,7,3.5,0,66.70%,2.33,2.7,0,0,0,0,0,0,0,0,0,0,20,44
811,Kendrick Bourne,WR,NWE,0.0,MIA,1,1,Sun,3,1,17,17.0,0,33.30%,5.67,2.7,0,0,0,0,0,0,0,0,0,0,16,17
812,Antonio Brown,WR,TAM,0.0,ATL,2,2,Sun,3,1,17,17.0,0,33.30%,5.67,2.7,0,0,0,0,0,0,0,0,0,1,48,25
813,Ashton Dulin,WR,IND,1.0,MIA,4,4,Sun,1,1,17,17.0,0,100.00%,17.0,2.7,0,0,0,0,0,0,0,0,0,1,27,17
814,Alex Erickson,WR,CAR,0.0,MIN,6,6,Sun,1,1,17,17.0,0,100.00%,17.0,2.7,0,0,0,0,0,0,0,0,0,0,28,34
815,Josh Palmer,WR,LAC,1.0,WAS,1,1,Sun,1,1,17,17.0,0,100.00%,17.0,2.7,0,0,0,0,0,0,0,0,0,1,20,16
816,Cam Sims,WR,WAS,0.0,LAC,1,1,Sun,1,1,17,17.0,0,100.00%,17.0,2.7,0,0,0,0,0,0,0,0,0,0,16,20
817,Kenny Stills,WR,NOR,1.0,NWE,3,3,Sun,3,1,17,17.0,0,33.30%,5.67,2.7,0,0,0,0,0,0,0,0,0,1,28,13
818,Dede Westbrook,WR,MIN,0.0,CLE,4,4,Sun,1,1,17,17.0,0,100.00%,17.0,2.7,0,0,0,0,0,0,0,0,0,0,7,14
819,Gabriel Davis,WR,BUF,1.0,KAN,5,5,Sun,1,1,16,16.0,0,100.00%,16.0,2.6,0,0,0,0,0,0,0,0,0,1,38,20
820,Chris Hogan,WR,NOR,1.0,CAR,2,2,Sun,3,1,16,16.0,0,33.30%,5.33,2.6,0,0,0,0,0,0,0,0,0,0,7,26
821,Van Jefferson,WR,LAR,1.0,SEA,5,5,Thu,4,1,16,16.0,0,25.00%,4.0,2.6,0,0,0,0,0,0,0,0,0,1,26,17
822,Allen Lazard,WR,GNB,1.0,CIN,5,5,Sun,2,2,6,3.0,0,100.00%,3.0,2.6,0,0,0,0,0,0,0,0,0,1,25,22
823,Mohamed Sanu,WR,SFO,0.0,IND,6,7,Sun,1,1,16,16.0,0,100.00%,16.0,2.6,0,0,0,0,0,0,0,0,0,0,18,30
824,Mike Thomas,WR,CIN,0.0,CLE,9,9,Sun,1,1,16,16.0,0,100.00%,16.0,2.6,0,0,0,0,0,0,0,0,0,0,16,41
825,Brandon Aiyuk,WR,SFO,0.0,SEA,4,4,Sun,3,1,15,15.0,0,33.30%,5.0,2.5,0,0,0,0,0,0,0,0,0,0,21,28
826,Braxton Berrios,WR,NYJ,0.0,TEN,4,4,Sun,1,1,0,0.0,0,100.00%,0.0,2.5,0,0,0,0,0,2,15,0,0,1,27,24
827,Braxton Berrios,WR,NYJ,1.0,IND,8,9,Thu,3,2,5,2.5,0,66.70%,1.67,2.5,0,0,0,0,0,0,0,0,0,0,30,45
828,Jalen Guyton,WR,LAC,1.0,BAL,6,6,Sun,5,1,15,15.0,0,20.00%,3.0,2.5,0,0,0,0,0,0,0,0,0,0,6,34
829,Kendall Hinton,WR,DEN,1.0,JAX,2,2,Sun,1,1,15,15.0,0,100.00%,15.0,2.5,0,0,0,0,0,0,0,0,0,1,23,13
830,Zay Jones,WR,LVR,0.0,MIA,3,3,Sun,1,1,15,15.0,0,100.00%,15.0,2.5,0,0,0,0,0,0,0,0,0,1,31,28
831,Tom Kennedy,WR,DET,0.0,CIN,6,6,Sun,1,1,15,15.0,0,100.00%,15.0,2.5,0,0,0,0,0,0,0,0,0,0,11,34
832,Jalen Reagor,WR,PHI,0.0,SFO,2,2,Sun,5,2,5,2.5,0,40.00%,1.0,2.5,0,0,0,0,0,0,0,0,0,0,11,17
833,Anthony Schwartz,WR,CLE,1.0,CIN,9,9,Sun,1,1,15,15.0,0,100.00%,15.0,2.5,0,0,0,0,0,0,0,0,0,1,41,16
834,DeVonta Smith,WR,PHI,1.0,DET,8,8,Sun,3,1,15,15.0,0,33.30%,5.0,2.5,0,0,0,0,0,0,0,0,0,1,44,6
835,Willie Snead,WR,LVR,1.0,LAC,4,4,Mon,1,1,15,15.0,0,100.00%,15.0,2.5,0,0,0,0,0,0,0,0,0,0,14,28
836,Olamide Zaccheaus,WR,ATL,0.0,WAS,4,4,Sun,3,1,15,15.0,0,33.30%,5.0,2.5,0,0,0,0,0,0,0,0,0,0,30,34
837,Marquez Callaway,WR,NOR,0.0,GNB,1,1,Sun,2,1,14,14.0,0,50.00%,7.0,2.4,0,0,0,0,0,0,0,0,0,1,38,3
838,Van Jefferson,WR,LAR,1.0,IND,2,2,Sun,3,1,14,14.0,0,33.30%,4.67,2.4,0,0,0,0,0,0,0,0,0,1,27,24
839,Jauan Jennings,WR,SFO,0.0,SEA,4,4,Sun,1,1,14,14.0,0,100.00%,14.0,2.4,0,0,0,0,0,0,0,0,0,0,21,28
840,Rondale Moore,WR,ARI,1.0,JAX,3,3,Sun,2,2,1,0.5,0,100.00%,0.5,2.4,0,0,0,0,0,1,3,0,1,1,31,19
841,Amari Rodgers,WR,GNB,1.0,CHI,6,6,Sun,1,1,14,14.0,0,100.00%,14.0,2.4,0,0,0,0,0,0,0,0,0,1,24,14
842,Willie Snead,WR,LVR,1.0,PIT,2,2,Sun,1,1,14,14.0,0,100.00%,14.0,2.4,0,0,0,0,0,0,0,0,0,1,26,17
843,Courtland Sutton,WR,DEN,1.0,NYG,1,1,Sun,3,1,14,14.0,0,33.30%,4.67,2.4,0,0,0,0,0,0,0,0,0,1,27,13
844,Auden Tate,WR,CIN,1.0,PIT,3,3,Sun,1,1,14,14.0,0,100.00%,14.0,2.4,0,0,0,0,0,0,0,0,0,1,24,10
845,Nick Westbrook-Ikhine,WR,TEN,1.0,LAR,9,9,Sun,1,1,14,14.0,0,100.00%,14.0,2.4,0,0,0,0,0,0,0,0,0,1,28,16
846,Danny Amendola,WR,HOU,0.0,LAR,8,8,Sun,5,2,3,1.5,0,40.00%,0.6,2.3,0,0,0,0,0,0,0,0,1,0,22,38
847,Cameron Batson,WR,TEN,0.0,IND,3,3,Sun,1,1,13,13.0,0,100.00%,13.0,2.3,0,0,0,0,0,0,0,0,0,1,25,16
848,Chris Conley,WR,HOU,1.0,CLE,2,2,Sun,2,1,13,13.0,0,50.00%,6.5,2.3,0,0,0,0,0,0,0,0,0,0,21,31
849,A.J. Green,WR,ARI,0.0,SFO,5,5,Sun,2,1,13,13.0,0,50.00%,6.5,2.3,0,0,0,0,0,0,0,0,0,1,17,10
850,Kendall Hinton,WR,DEN,0.0,BAL,4,4,Sun,3,1,13,13.0,0,33.30%,4.33,2.3,0,0,0,0,0,0,0,0,0,0,7,23
851,KhaDarel Hodge,WR,DET,1.0,CHI,4,4,Sun,1,1,13,13.0,0,100.00%,13.0,2.3,0,0,0,0,0,0,0,0,0,0,14,24
852,Kirk Merritt,WR,MIA,0.0,HOU,9,9,Sun,3,1,13,13.0,0,33.30%,4.33,2.3,0,0,0,0,0,0,0,0,0,1,17,9
853,John Ross,WR,NYG,1.0,DAL,5,5,Sun,5,1,13,13.0,0,20.00%,2.6,2.3,0,0,0,0,0,0,0,0,0,0,20,44
854,Jeff Smith,WR,NYJ,1.0,DEN,3,3,Sun,1,1,13,13.0,0,100.00%,13.0,2.3,0,0,0,0,0,0,0,0,0,0,0,26
855,Olamide Zaccheaus,WR,ATL,1.0,MIA,6,7,Sun,1,1,13,13.0,0,100.00%,13.0,2.3,0,0,0,0,0,0,0,0,0,1,30,28
856,Marquise Goodwin,WR,CHI,0.0,GNB,6,6,Sun,1,1,12,12.0,0,100.00%,12.0,2.2,0,0,0,0,0,0,0,0,0,0,14,24
857,Penny Hart,WR,SEA,1.0,PIT,6,6,Sun,1,1,12,12.0,0,100.00%,12.0,2.2,0,0,0,0,0,0,0,0,0,0,20,23
858,Byron Pringle,WR,KAN,0.0,NYG,8,8,Mon,2,1,12,12.0,0,50.00%,6.0,2.2,0,0,0,0,0,0,0,0,0,1,20,17
859,Tajae Sharpe,WR,ATL,1.0,NOR,8,9,Sun,1,1,12,12.0,0,100.00%,12.0,2.2,0,0,0,0,0,0,0,0,0,1,27,25
860,Olamide Zaccheaus,WR,ATL,0.0,CAR,7,8,Sun,1,1,12,12.0,0,100.00%,12.0,2.2,0,0,0,0,0,0,0,0,0,0,13,19
861,Tyler Boyd,WR,CIN,0.0,CLE,9,9,Sun,2,1,11,11.0,0,50.00%,5.5,2.1,0,0,0,0,0,0,0,0,0,0,16,41
862,Josh Gordon,WR,KAN,0.0,BUF,5,5,Sun,1,1,11,11.0,0,100.00%,11.0,2.1,0,0,0,0,0,0,0,0,0,0,20,38
863,Taysom Hill,WR,NOR,1.0,WAS,5,5,Sun,2,1,11,11.0,0,50.00%,5.5,2.1,0,0,0,0,0,0,0,0,0,1,33,22
864,Tre'Quan Smith,WR,NOR,1.0,SEA,6,7,Mon,3,1,11,11.0,0,33.30%,3.67,2.1,0,0,0,0,0,0,0,0,0,1,13,10
865,Dede Westbrook,WR,MIN,1.0,CIN,1,1,Sun,1,1,11,11.0,0,100.00%,11.0,2.1,0,0,0,0,0,0,0,0,0,0,24,27
866,Mike Williams,WR,LAC,0.0,LVR,4,4,Mon,4,1,11,11.0,0,25.00%,2.75,2.1,0,0,0,0,0,0,0,0,0,1,28,14
867,Albert Wilson,WR,MIA,0.0,IND,4,4,Sun,2,1,11,11.0,0,50.00%,5.5,2.1,0,0,0,0,0,0,0,0,0,0,17,27
868,Albert Wilson,WR,MIA,0.0,HOU,9,9,Sun,2,1,11,11.0,0,50.00%,5.5,2.1,0,0,0,0,0,0,0,0,0,1,17,9
869,Damiere Byrd,WR,CHI,1.0,TAM,7,7,Sun,1,1,10,10.0,0,100.00%,10.0,2.0,0,0,0,0,0,0,0,0,0,0,3,38
870,Chris Conley,WR,HOU,1.0,IND,6,6,Sun,2,1,10,10.0,0,50.00%,5.0,2.0,0,0,0,0,0,0,0,0,0,0,3,31
871,Ashton Dulin,WR,IND,1.0,SFO,7,7,Sun,4,2,0,0.0,0,50.00%,0.0,2.0,0,0,0,0,0,0,0,0,0,1,30,18
872,Marquise Goodwin,WR,CHI,0.0,CIN,2,2,Sun,3,1,10,10.0,0,33.30%,3.33,2.0,0,0,0,0,0,0,0,0,0,1,20,17
873,Deonte Harris,WR,NOR,1.0,CAR,2,2,Sun,2,1,9,9.0,0,50.00%,4.5,2.0,0,0,0,0,0,1,1,0,0,0,7,26
874,N'Keal Harry,WR,NWE,0.0,TAM,4,4,Sun,1,1,10,10.0,0,100.00%,10.0,2.0,0,0,0,0,0,0,0,0,0,0,17,19
875,Mack Hollins,WR,MIA,1.0,TAM,5,5,Sun,2,1,10,10.0,0,50.00%,5.0,2.0,0,0,0,0,0,0,0,0,0,0,17,45
876,Tyron Johnson,WR,JAX,1.0,SEA,7,8,Sun,2,1,10,10.0,0,50.00%,5.0,2.0,0,0,0,0,0,0,0,0,0,0,7,31
877,Nick Westbrook-Ikhine,WR,TEN,0.0,ARI,1,1,Sun,2,1,10,10.0,0,50.00%,5.0,2.0,0,0,0,0,0,0,0,0,0,0,13,38
878,Brandon Aiyuk,WR,SFO,0.0,IND,6,7,Sun,1,1,6,6.0,0,100.00%,6.0,1.9,0,0,0,0,0,1,3,0,0,0,18,30
879,Danny Amendola,WR,HOU,1.0,CLE,2,2,Sun,1,1,9,9.0,0,100.00%,9.0,1.9,0,0,0,0,0,0,0,0,0,0,21,31
880,Noah Brown,WR,DAL,0.0,PHI,3,3,Mon,1,1,9,9.0,0,100.00%,9.0,1.9,0,0,0,0,0,0,0,0,0,1,41,21
881,Devin Duvernay,WR,BAL,0.0,CIN,7,7,Sun,1,1,11,11.0,0,100.00%,11.0,1.9,0,0,0,0,0,1,-2,0,0,0,17,41
