,player,pos,team,opp_home,opp,game,week,day,rush_att,rush_yds,rush_yda,rush_td,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,fmb,team_win,team_score,opp_score
495,Kenneth Gainwell,RB,PHI,1.0,DET,8,8,Sun,13,27,2.08,0,0,0,0,0.0,0,0.00%,0.0,2.7,0,0,0,0,0,0,1,44,6
496,Larry Rountree,RB,LAC,1.0,WAS,1,1,Sun,8,27,3.38,0,0,0,0,0.0,0,0.00%,0.0,2.7,0,0,0,0,0,0,1,20,16
497,Ke'Shawn Vaughn,RB,TAM,0.0,CHI,7,7,Sun,5,27,5.4,0,0,0,0,0.0,0,0.00%,0.0,2.7,0,0,0,0,0,0,1,38,3
498,Brandon Bolden,RB,NWE,1.0,LAC,8,8,Sun,4,26,6.5,0,0,0,0,0.0,0,0.00%,0.0,2.6,0,0,0,0,0,0,1,27,24
499,James Conner,RB,ARI,0.0,MIN,2,2,Sun,8,26,3.25,0,0,0,0,0.0,0,0.00%,0.0,2.6,0,0,0,0,0,0,1,34,33
500,Alex Collins,RB,SEA,0.0,TEN,2,2,Sun,1,25,25.0,0,0,0,0,0.0,0,0.00%,0.0,2.5,0,0,0,0,0,0,0,30,33
501,Royce Freeman,RB,CAR,1.0,ATL,8,8,Sun,6,25,4.17,0,1,0,0,0.0,0,0.00%,0.0,2.5,0,0,0,0,0,0,1,19,13
502,C.J. Ham,FB,MIN,0.0,DET,5,5,Sun,1,1,1.0,0,1,1,14,14.0,0,100.00%,14.0,2.5,0,0,0,0,0,0,1,19,17
503,Jerick McKinnon,RB,KAN,1.0,WAS,6,6,Sun,3,10,3.33,0,4,1,5,5.0,0,25.00%,1.25,2.5,0,0,0,0,0,0,1,31,13
504,J.J. Taylor,RB,NWE,0.0,NOR,3,3,Sun,1,2,2.0,0,2,2,3,1.5,0,100.00%,1.5,2.5,0,0,0,0,0,0,0,13,28
505,Ameer Abdullah,RB,MIN,0.0,SEA,3,3,Sun,5,24,4.8,0,0,0,0,0.0,0,0.00%,0.0,2.4,0,0,0,0,0,0,1,30,17
506,Tevin Coleman,RB,NYJ,1.0,CAR,1,1,Sun,9,24,2.67,0,0,0,0,0.0,0,0.00%,0.0,2.4,0,0,0,0,0,0,0,14,19
507,Tevin Coleman,RB,NYJ,0.0,NWE,2,2,Sun,5,24,4.8,0,0,0,0,0.0,0,0.00%,0.0,2.4,0,0,0,0,0,0,0,6,25
508,Mark Ingram,RB,HOU,1.0,BUF,4,4,Sun,6,24,4.0,0,0,0,0,0.0,0,0.00%,0.0,2.4,0,0,0,0,0,0,0,0,40
509,Elijhaa Penny,RB,NYG,0.0,CAR,7,7,Sun,9,24,2.67,0,0,0,0,0.0,0,0.00%,0.0,2.4,0,0,0,0,0,0,1,25,3
510,Damien Williams,RB,CHI,0.0,CIN,2,2,Sun,2,6,3.0,0,3,2,-2,-1.0,0,66.70%,-0.67,2.4,0,0,0,0,0,0,1,20,17
511,Devontae Booker,RB,NYG,0.0,DEN,1,1,Sun,4,7,1.75,0,1,1,6,6.0,0,100.00%,6.0,2.3,0,0,0,0,0,0,0,13,27
512,Rhamondre Stevenson,RB,NWE,1.0,HOU,5,5,Sun,11,23,2.09,0,0,0,0,0.0,0,0.00%,0.0,2.3,0,0,0,0,0,0,1,25,22
513,Devontae Booker,RB,NYG,1.0,NOR,4,4,Sun,1,6,6.0,0,1,1,6,6.0,0,100.00%,6.0,2.2,0,0,0,0,0,0,1,27,21
514,Nyheim Hines,RB,IND,1.0,SFO,7,7,Sun,8,14,1.75,0,3,1,-2,-2.0,0,33.30%,-0.67,2.2,0,0,0,0,0,0,1,30,18
515,Jaret Patterson,RB,WAS,1.0,ATL,4,4,Sun,2,1,0.5,0,1,1,11,11.0,0,100.00%,11.0,2.2,0,0,0,0,0,0,1,34,30
516,Ty'Son Williams,RB,BAL,1.0,DET,3,3,Sun,5,22,4.4,0,1,0,0,0.0,0,0.00%,0.0,2.2,0,0,0,0,0,0,1,19,17
517,Devontae Booker,RB,NYG,1.0,WAS,2,2,Thu,2,9,4.5,0,1,1,2,2.0,0,100.00%,2.0,2.1,0,0,0,0,0,0,0,29,30
518,Malcolm Brown,RB,MIA,0.0,BUF,2,2,Sun,5,21,4.2,0,0,0,0,0.0,0,0.00%,0.0,2.1,0,0,0,0,0,0,0,0,35
519,Nyheim Hines,RB,IND,1.0,MIA,4,4,Sun,2,6,3.0,0,2,2,5,2.5,0,100.00%,2.5,2.1,0,0,0,0,0,1,1,27,17
520,David Johnson,RB,HOU,1.0,IND,6,6,Sun,2,7,3.5,0,2,1,14,14.0,0,50.00%,7.0,2.1,0,0,0,0,0,1,0,3,31
521,Dwayne Washington,RB,NOR,0.0,NYG,4,4,Sun,1,5,5.0,0,1,1,6,6.0,0,100.00%,6.0,2.1,0,0,0,0,0,0,0,21,27
522,DeeJay Dallas,RB,SEA,1.0,IND,1,1,Sun,1,5,5.0,0,1,1,5,5.0,0,100.00%,5.0,2.0,0,0,0,0,0,0,1,28,16
523,Joshua Kelley,RB,LAC,1.0,PHI,8,9,Sun,3,6,2.0,0,1,1,4,4.0,0,100.00%,4.0,2.0,0,0,0,0,0,0,1,27,24
524,Alexander Mattison,RB,MIN,0.0,CLE,4,4,Sun,10,20,2.0,0,0,0,0,0.0,0,0.00%,0.0,2.0,0,0,0,0,0,0,0,7,14
525,Alexander Mattison,RB,MIN,0.0,DAL,7,8,Sun,2,5,2.5,0,2,2,-5,-2.5,0,100.00%,-2.5,2.0,0,0,0,0,0,0,0,16,20
526,Raheem Mostert,RB,SFO,1.0,DET,1,1,Sun,2,20,10.0,0,0,0,0,0.0,0,0.00%,0.0,2.0,0,0,0,0,0,0,1,41,33
527,Benny Snell Jr.,RB,PIT,0.0,DEN,5,5,Sun,5,20,4.0,0,1,0,0,0.0,0,0.00%,0.0,2.0,0,0,0,0,0,0,1,27,19
528,Malcolm Brown,RB,MIA,0.0,ATL,7,7,Sun,3,10,3.33,0,1,1,-1,-1.0,0,100.00%,-1.0,1.9,0,0,0,0,0,0,0,28,30
529,Reggie Gilliam,FB,BUF,0.0,HOU,4,4,Sun,1,1,1.0,0,1,1,8,8.0,0,100.00%,8.0,1.9,0,0,0,0,0,0,1,40,0
530,D'Ernest Johnson,RB,CLE,0.0,ARI,6,6,Sun,1,2,2.0,0,1,1,7,7.0,0,100.00%,7.0,1.9,0,0,0,0,0,0,0,14,37
531,Phillip Lindsay,RB,HOU,0.0,NWE,5,5,Sun,5,19,3.8,0,0,0,0,0.0,0,0.00%,0.0,1.9,0,0,0,0,0,0,0,22,25
532,Jamaal Williams,RB,DET,0.0,CIN,6,6,Sun,4,11,2.75,0,2,1,-2,-2.0,0,50.00%,-1.0,1.9,0,0,0,0,0,0,0,11,34
533,Royce Freeman,RB,CAR,0.0,PHI,5,5,Sun,3,2,0.67,0,2,1,6,6.0,0,50.00%,3.0,1.8,0,0,0,0,0,0,0,18,21
534,Nyheim Hines,RB,IND,1.0,BAL,5,5,Mon,4,18,4.5,0,1,0,0,0.0,0,0.00%,0.0,1.8,0,0,0,0,0,0,0,25,31
535,Damien Williams,RB,CHI,1.0,TAM,7,7,Sun,3,5,1.67,0,1,1,3,3.0,0,100.00%,3.0,1.8,0,0,0,0,0,0,0,3,38
536,Salvon Ahmed,RB,MIA,0.0,BUF,2,2,Sun,6,17,2.83,0,3,0,0,0.0,0,0.00%,0.0,1.7,0,0,0,0,0,0,0,0,35
537,Justin Jackson,RB,LAC,1.0,WAS,1,1,Sun,1,5,5.0,0,1,1,2,2.0,0,100.00%,2.0,1.7,0,0,0,0,0,0,1,20,16
538,Joshua Kelley,RB,LAC,0.0,CLE,5,5,Sun,2,17,8.5,0,0,0,0,0.0,0,0.00%,0.0,1.7,0,0,0,0,0,0,1,47,42
539,J.D. McKissic,RB,WAS,0.0,NOR,5,5,Sun,2,-1,-0.5,0,4,1,8,8.0,0,25.00%,2.0,1.7,0,0,0,0,0,0,0,22,33
540,Samaje Perine,RB,CIN,1.0,PIT,3,3,Sun,1,-1,-1.0,0,1,1,8,8.0,0,100.00%,8.0,1.7,0,0,0,0,0,0,1,24,10
541,Malcolm Brown,RB,MIA,1.0,NWE,1,1,Sun,5,16,3.2,0,0,0,0,0.0,0,0.00%,0.0,1.6,0,0,0,0,0,0,1,17,16
542,D'Ernest Johnson,RB,CLE,1.0,CIN,9,9,Sun,8,16,2.0,0,0,0,0,0.0,0,0.00%,0.0,1.6,0,0,0,0,0,0,1,41,16
543,Marlon Mack,RB,IND,0.0,LAR,2,2,Sun,5,16,3.2,0,1,0,0,0.0,0,0.00%,0.0,1.6,0,0,0,0,0,0,0,24,27
544,Alexander Mattison,RB,MIN,1.0,CIN,1,1,Sun,1,2,2.0,0,1,1,4,4.0,0,100.00%,4.0,1.6,0,0,0,0,0,0,0,24,27
545,Kalen Ballage,RB,PIT,0.0,SEA,6,6,Sun,2,15,7.5,0,0,0,0,0.0,0,0.00%,0.0,1.5,0,0,0,0,0,0,1,23,20
546,Tony Jones,RB,NOR,0.0,NYG,4,4,Sun,3,8,2.67,0,3,1,-3,-3.0,0,33.30%,-1.0,1.5,0,0,0,0,0,0,0,21,27
547,Dare Ogunbowale,RB,JAX,0.0,BUF,8,9,Sun,1,1,1.0,0,1,1,4,4.0,0,100.00%,4.0,1.5,0,0,0,0,0,0,1,9,6
548,Le'Veon Bell,RB,BAL,0.0,CIN,7,7,Sun,5,5,1.0,0,2,1,-1,-1.0,0,50.00%,-0.5,1.4,0,0,0,0,0,0,0,17,41
549,Kylin Hill,RB,GNB,1.0,NOR,1,1,Sun,5,14,2.8,0,0,0,0,0.0,0,0.00%,0.0,1.4,0,0,0,0,0,0,0,3,38
550,Travis Homer,RB,SEA,0.0,NOR,7,7,Mon,1,14,14.0,0,0,0,0,0.0,0,0.00%,0.0,1.4,0,0,0,0,0,0,0,10,13
551,Devine Ozigbo,RB,NOR,1.0,SEA,6,7,Mon,1,-3,-3.0,0,1,1,7,7.0,0,100.00%,7.0,1.4,0,0,0,0,0,0,1,13,10
552,Jonathan Ward,RB,ARI,1.0,CLE,6,6,Sun,4,14,3.5,0,0,0,0,0.0,0,0.00%,0.0,1.4,0,0,0,0,0,0,1,37,14
553,Khalil Herbert,RB,CHI,1.0,PIT,9,9,Mon,4,13,3.25,0,0,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,0,0,27,29
554,Carlos Hyde,RB,JAX,0.0,TEN,5,5,Sun,5,13,2.6,0,0,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,0,0,19,37
555,David Johnson,RB,HOU,0.0,LAR,8,8,Sun,2,4,2.0,0,1,1,-1,-1.0,0,100.00%,-1.0,1.3,0,0,0,0,0,0,0,22,38
556,John Kelly,RB,CLE,0.0,DEN,7,7,Thu,2,13,6.5,0,0,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,0,1,17,14
557,Alexander Mattison,RB,MIN,1.0,BAL,8,9,Sun,4,0,0.0,0,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,31,34
558,Jaret Patterson,RB,WAS,0.0,NOR,5,5,Sun,4,13,3.25,0,0,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,0,0,22,33
559,Jaret Patterson,RB,WAS,0.0,KAN,6,6,Sun,1,5,5.0,0,1,1,-2,-2.0,0,100.00%,-2.0,1.3,0,0,0,0,0,0,0,13,31
560,Jalen Richard,RB,LVR,1.0,DEN,6,6,Sun,1,0,0.0,0,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,1,34,24
561,Trayveon Williams,RB,CIN,1.0,DET,6,6,Sun,6,13,2.17,0,0,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,0,1,34,11
562,Alex Armah,FB,NOR,0.0,ATL,8,9,Sun,2,12,6.0,0,0,0,0,0.0,0,0.00%,0.0,1.2,0,0,0,0,0,0,0,25,27
563,Brandon Bolden,RB,NWE,0.0,DAL,6,6,Sun,1,-1,-1.0,0,1,1,3,3.0,0,100.00%,3.0,1.2,0,0,0,0,0,0,0,29,35
564,Royce Freeman,RB,CAR,1.0,DAL,4,4,Sun,3,12,4.0,0,0,0,0,0.0,0,0.00%,0.0,1.2,0,0,0,0,0,0,0,28,36
565,Marlon Mack,RB,IND,0.0,HOU,6,6,Sun,5,12,2.4,0,0,0,0,0.0,0,0.00%,0.0,1.2,0,0,0,0,0,0,1,31,3
566,Jacques Patrick,RB,SFO,0.0,SEA,4,4,Sun,2,12,6.0,0,0,0,0,0.0,0,0.00%,0.0,1.2,0,0,0,0,0,0,0,21,28
567,Le'Veon Bell,RB,BAL,1.0,DEN,4,4,Sun,4,11,2.75,0,1,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,1,23,7
568,Tevin Coleman,RB,NYJ,1.0,ATL,5,5,Sun,3,11,3.67,0,1,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,0,20,27
569,Kenyan Drake,RB,LVR,0.0,CHI,5,5,Sun,2,11,5.5,0,1,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,0,9,20
570,Buddy Howell,RB,LAR,1.0,HOU,8,8,Sun,5,11,2.2,0,0,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,1,38,22
571,David Johnson,RB,HOU,0.0,CAR,3,3,Thu,2,11,5.5,0,0,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,0,9,24
572,Ronald Jones II,RB,TAM,1.0,LAR,3,3,Sun,5,11,2.2,0,0,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,0,24,34
573,Larry Rountree,RB,LAC,0.0,NWE,7,8,Sun,4,11,2.75,0,0,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,0,0,24,27
574,Rhamondre Stevenson,RB,NWE,0.0,MIA,1,1,Sun,1,2,2.0,0,1,1,9,9.0,0,100.00%,9.0,1.1,0,0,0,0,0,1,0,16,17
575,Mike Davis,RB,ATL,1.0,MIA,6,7,Sun,4,10,2.5,0,0,0,0,0.0,0,0.00%,0.0,1.0,0,0,0,0,0,0,1,30,28
576,Chuba Hubbard,RB,CAR,0.0,NOR,2,2,Sun,8,10,1.25,0,1,0,0,0.0,0,0.00%,0.0,1.0,0,0,0,0,0,0,1,26,7
577,Alexander Mattison,RB,MIN,1.0,CAR,6,6,Sun,3,10,3.33,0,0,0,0,0.0,0,0.00%,0.0,1.0,0,0,0,0,0,0,1,34,28
578,Saquon Barkley,RB,NYG,1.0,DAL,5,5,Sun,2,9,4.5,0,1,0,0,0.0,0,0.00%,0.0,0.9,0,0,0,0,0,0,0,20,44
579,Rex Burkhead,RB,HOU,1.0,MIA,9,9,Sun,2,9,4.5,0,0,0,0,0.0,0,0.00%,0.0,0.9,0,0,0,0,0,0,0,9,17
580,D'Ernest Johnson,RB,CLE,0.0,CHI,3,3,Sun,2,9,4.5,0,0,0,0,0.0,0,0.00%,0.0,0.9,0,0,0,0,0,0,1,26,6
581,Jaret Patterson,RB,WAS,0.0,LAC,1,1,Sun,2,9,4.5,0,0,0,0,0.0,0,0.00%,0.0,0.9,0,0,0,0,0,0,0,16,20
582,Rashaad Penny,RB,SEA,0.0,NOR,7,7,Mon,6,9,1.5,0,0,0,0,0.0,0,0.00%,0.0,0.9,0,0,0,0,0,0,0,10,13
583,Alex Collins,RB,SEA,1.0,MIN,3,3,Sun,2,8,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,0,17,30
584,AJ Dillon,RB,GNB,0.0,WAS,7,7,Sun,3,6,2.0,0,2,1,2,2.0,0,50.00%,1.0,0.8,0,0,0,0,0,2,1,24,10
585,Devonta Freeman,RB,BAL,1.0,DET,3,3,Sun,3,8,2.67,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,1,19,17
586,Kylin Hill,RB,GNB,0.0,DET,2,2,Mon,2,8,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,1,35,17
587,Phillip Lindsay,RB,HOU,1.0,ARI,7,7,Sun,2,8,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,0,5,31
588,Phillip Lindsay,RB,HOU,0.0,LAR,8,8,Sun,3,8,2.67,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,0,22,38
589,J.D. McKissic,RB,WAS,0.0,LAC,1,1,Sun,1,8,8.0,0,1,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,0,16,20
590,Rashaad Penny,RB,SEA,1.0,IND,1,1,Sun,2,8,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,1,28,16
591,Larry Rountree,RB,LAC,0.0,DAL,2,2,Sun,1,-1,-1.0,0,1,1,-1,-1.0,0,100.00%,-1.0,0.8,0,0,0,0,0,0,0,17,20
592,Trey Sermon,RB,SFO,1.0,PHI,2,2,Sun,1,8,8.0,0,0,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,0,1,17,11
593,Eno Benjamin,RB,ARI,0.0,HOU,7,7,Sun,2,7,3.5,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,1,31,5
594,Damarea Crockett,RB,DEN,0.0,NYJ,3,3,Sun,3,7,2.33,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,1,26,0
595,Khalil Herbert,RB,CHI,0.0,DET,4,4,Sun,3,7,2.33,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,1,24,14
596,Carlos Hyde,RB,JAX,0.0,DEN,2,2,Sun,2,7,3.5,0,2,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,0,13,23
597,Tony Jones,RB,NOR,1.0,CAR,2,2,Sun,3,7,2.33,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,0,7,26
598,Joshua Kelley,RB,LAC,1.0,BAL,6,6,Sun,4,7,1.75,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,0,6,34
599,Rashaad Penny,RB,SEA,0.0,JAX,8,8,Sun,7,7,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,1,31,7
600,Trey Sermon,RB,SFO,1.0,ARI,5,5,Sun,1,7,7.0,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,0,10,17
601,Jonathan Ward,RB,ARI,0.0,HOU,7,7,Sun,1,7,7.0,0,0,0,0,0.0,0,0.00%,0.0,0.7,0,0,0,0,0,0,1,31,5
602,Salvon Ahmed,RB,MIA,0.0,HOU,9,9,Sun,4,6,1.5,0,0,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,1,17,9
603,DeeJay Dallas,RB,SEA,0.0,JAX,8,8,Sun,1,6,6.0,0,0,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,1,31,7
604,Jake Funk,RB,LAR,0.0,TAM,3,3,Sun,1,6,6.0,0,0,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,1,34,24
605,Elijhaa Penny,RB,NYG,0.0,ATL,3,3,Sun,2,6,3.0,0,0,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,0,14,17
606,Benny Snell Jr.,RB,PIT,0.0,CHI,8,9,Mon,2,6,3.0,0,0,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,1,29,27
607,James White,RB,NWE,0.0,NOR,3,3,Sun,1,6,6.0,0,1,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,0,0,13,28
608,Alex Armah,FB,NOR,1.0,NWE,3,3,Sun,1,5,5.0,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,1,28,13
609,Brandon Bolden,RB,NWE,0.0,MIA,1,1,Sun,1,5,5.0,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,0,16,17
610,Michael Burton,FB,KAN,1.0,PHI,4,4,Sun,1,5,5.0,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,1,42,30
611,Trenton Cannon,RB,BAL,1.0,LVR,1,1,Mon,2,5,2.5,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,0,27,33
612,Travis Homer,RB,SEA,1.0,SFO,4,4,Sun,1,5,5.0,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,1,28,21
613,Phillip Lindsay,RB,HOU,0.0,CAR,3,3,Thu,7,5,0.71,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,0,9,24
614,Elijhaa Penny,RB,NYG,1.0,WAS,2,2,Thu,2,5,2.5,0,0,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,0,0,29,30
615,Matt Breida,RB,BUF,0.0,PIT,1,1,Sun,4,4,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,0,16,23
616,Gary Brightwell,RB,NYG,0.0,ATL,3,3,Sun,1,4,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,0,14,17
617,Devonta Freeman,RB,BAL,1.0,DEN,4,4,Sun,1,4,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,1,23,7
618,Ronald Jones II,RB,TAM,0.0,DAL,1,1,Thu,4,14,3.5,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,1,1,31,29
619,Marlon Mack,RB,IND,1.0,SFO,7,7,Sun,3,4,1.33,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,1,30,18
620,Sony Michel,RB,LAR,0.0,DET,7,7,Sun,2,4,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,1,28,19
621,Ryan Nall,RB,CHI,0.0,SFO,8,8,Sun,1,4,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,0,22,33
622,Elijhaa Penny,RB,NYG,1.0,DAL,5,5,Sun,1,4,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,0,20,44
623,Darrel Williams,RB,KAN,0.0,CLE,1,1,Sun,1,4,4.0,0,0,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,0,1,33,29
624,Chase Edmonds,RB,ARI,1.0,SFO,9,9,Sun,1,3,3.0,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,1,31,17
625,Royce Freeman,RB,CAR,0.0,MIN,6,6,Sun,1,3,3.0,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,0,28,34
626,Myles Gaskin,RB,MIA,0.0,IND,4,4,Sun,2,3,1.5,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,0,17,27
627,Dare Ogunbowale,RB,JAX,1.0,CIN,4,4,Thu,2,3,1.5,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,0,21,24
628,La'Mical Perine,RB,NYJ,0.0,CIN,7,8,Sun,1,3,3.0,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,1,34,31
629,Larry Rountree,RB,LAC,1.0,KAN,3,3,Sun,4,3,0.75,0,1,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,1,30,24
630,Keith Smith,FB,ATL,1.0,TAM,2,2,Sun,2,3,1.5,0,1,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,0,25,48
631,J.J. Taylor,RB,NWE,1.0,NYJ,2,2,Sun,2,3,1.5,0,0,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,0,1,25,6
632,Ameer Abdullah,RB,MIN,0.0,DET,5,5,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,19,17
633,Alex Armah,FB,NOR,0.0,NYG,4,4,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,21,27
634,Alex Armah,FB,NOR,1.0,SEA,6,7,Mon,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,13,10
635,Michael Burton,FB,KAN,0.0,CLE,1,1,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,33,29
636,Michael Burton,FB,KAN,0.0,BUF,5,5,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,20,38
637,Kenyan Drake,RB,LVR,1.0,LAC,4,4,Mon,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,14,28
638,Wayne Gallman,RB,ATL,0.0,NYJ,5,5,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,27,20
639,Wayne Gallman,RB,ATL,1.0,MIA,6,7,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,30,28
640,Reggie Gilliam,FB,BUF,1.0,MIA,2,2,Sun,2,2,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,35,0
641,C.J. Ham,FB,MIN,0.0,SEA,3,3,Sun,2,2,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,30,17
642,Kylin Hill,RB,GNB,0.0,WAS,7,7,Sun,3,2,0.67,0,1,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,24,10
643,Sony Michel,RB,LAR,0.0,CHI,1,1,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,34,14
644,Gabe Nabers,FB,LAC,1.0,WAS,1,1,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,20,16
645,Scottie Phillips,RB,HOU,1.0,MIA,9,9,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,9,17
646,Patrick Ricard,FB,BAL,0.0,KAN,2,2,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,36,35
647,Mekhi Sargent,RB,TEN,0.0,ARI,1,1,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,13,38
648,Mekhi Sargent,RB,TEN,0.0,IND,3,3,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,1,25,16
649,Keith Smith,FB,ATL,0.0,WAS,4,4,Sun,1,2,2.0,0,0,0,0,0.0,0,0.00%,0.0,0.2,0,0,0,0,0,0,0,30,34
650,C.J. Ham,FB,MIN,0.0,CLE,4,4,Sun,1,1,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.1,0,0,0,0,0,0,0,7,14
651,Anthony McFarland Jr.,RB,PIT,1.0,CLE,7,8,Sun,1,1,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.1,0,0,0,0,0,0,1,15,10
652,Sony Michel,RB,LAR,0.0,ARI,4,4,Sun,3,11,3.67,0,0,0,0,0.0,0,0.00%,0.0,0.1,0,0,0,0,0,1,0,20,37
653,Larry Rountree,RB,LAC,1.0,PHI,8,9,Sun,1,1,1.0,0,0,0,0,0.0,0,0.00%,0.0,0.1,0,0,0,0,0,0,1,27,24
