,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
529,Durham Smythe,TE,MIA,1.0,LVR,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,31
530,Geoff Swaim,TE,TEN,0.0,ARI,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,38
531,Geoff Swaim,TE,TEN,1.0,NYJ,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,27
532,Geoff Swaim,TE,TEN,1.0,JAX,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37,19
533,Ian Thomas,TE,CAR,1.0,NYG,7,7,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,25
534,Colin Thompson,TE,CAR,1.0,NYG,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,25
535,Adam Trautman,TE,NOR,1.0,NWE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,28,13
536,Tommy Tremble,TE,CAR,1.0,DAL,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,36
537,C.J. Uzomah,TE,CIN,1.0,PIT,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,24,10
538,Trevon Wesco,TE,NYJ,0.0,TEN,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,27,24
539,Trevon Wesco,TE,NYJ,1.0,NWE,6,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,54
540,Maxx Williams,TE,ARI,1.0,TEN,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,38,13
